'1453826364566556675'	-1
'1456327659026194435'	0
'1348742760053035009'	0
'1463591875139588100'	0
'1338900833363243009'	0
'1467047430382407684'	0
'1317112562547187714'	0
'1460224060453900290'	1
'1446189077322256390'	0
'1336361111969476612'	0
'1350559117384015876'	0
'1340930398306578432'	0
'1291470058728968194'	-1
'1452680948709879808'	1
'1370795754948808706'	1
'1370781709705297926'	1
'1318712619608514561'	0
'1466604022056374273'	1
'1458840570139488257'	0
'1438546111791308803'	1
'1350363080027500544'	-1
'1422278696031899652'	1
'1460234454002110470'	1
'1424022112646438918'	1
'1465968168346734592'	-1
'1457842870023557124'	0
'1354564847082614786'	0
'1449046219972558848'	1
'1445521279310864384'	0
'1466214194890645510'	1
'1347683899669934080'	0
'1442708143549657090'	0
'1458132950307020806'	-1
'1359551290171342855'	0
'1285314488569344002'	0
'1395526587567706114'	0
'1442519830406500357'	1
'1450474886917414919'	1
'1359940368775729154'	0
'1441436364399071234'	1
'1467522177541054467'	1
'1366379537332920324'	0
'1446438031989301248'	0
'1336646943674658820'	-1
'1324093118673813505'	0
'1396614509675130880'	1
'1447690580625182725'	-1
'1373018949680500743'	0
'1346587891842088967'	0
'1333391091354234881'	0
'1456601474134417408'	0
'1293638629856702465'	0
'1439866177069662211'	1
'1448302808759996417'	1
'1361439037307944965'	0
'1370423580484378629'	0
'1339161009756499970'	0
'1458207320626929665'	0
'1347691564391428103'	0
'1377427665271934979'	0
'1354443383532564493'	0
'1457467904216035332'	1
'1457038487966859266'	0
'1454331580898549761'	-1
'1463802965853102085'	0
'1459460405374377984'	-1
'1325937461994926080'	0
'1329858671422164992'	0
'1452630775942238211'	0
'1334227413199441920'	1
'1333823606401413121'	0
'1445584599245987842'	0
'1475471092911423489'	1
'1331241182710669317'	0
'1356332465607090186'	-1
'1304851021919932416'	0
'1464766036629200896'	1
'1463922265079357450'	0
'1443716803763507207'	0
'1454496794084249603'	0
'1372318075354238976'	0
'1464344064774471681'	1
'1346554132715466752'	0
'1476365660473102339'	1
'1460657182970634245'	0
'1477694603155451912'	1
'1462763665048981512'	1
'1345431151507288064'	1
'1473774507026489347'	-1
'1445473502400704520'	1
'1304784707691982848'	0
'1318693404587548679'	0
'1451934840798986241'	0
'1461107651484475392'	1
'1260979867736313856'	0
'1362151325778268166'	0
'1457050146278100993'	0
'1449875031312510980'	-1
'1475495681645322240'	1
'1369022187953401857'	0
'1307441839218126849'	0
'1392751406172545025'	0
'1463689918991900675'	1
'1332665937573494784'	0
'1350525267735822336'	0
'1441101326352482304'	0
'1336369955433013250'	0
'1460702483232301064'	-1
'1365772390857342979'	-1
'1453441726023192577'	0
'1459126738617712644'	1
'1347197952633282561'	0
'1448967216733560872'	1
'1366668087186096129'	0
'1454798723716947968'	1
'1367396637816074241'	0
'1329918427440549890'	0
'1446837633108398081'	1
'1344357592441757704'	1
'1285615572630360064'	0
'1456616392715800577'	-1
'1395778340703936513'	0
'1354886047453372421'	1
'1439920154402598914'	0
'1343123438823763968'	1
'1441020890234466313'	0
'1445860172757413890'	0
'1293309168846139392'	0
'1391810750293889025'	0
'1466293316627369985'	0
'1465354971537281027'	0
'1371537751846350861'	0
'1455928211079143429'	1
'1395145020076957696'	1
'1468264043643236354'	1
'1464062613487329280'	0
'1460669274146676736'	-1
'1443574959222124545'	1
'1374065323197014016'	0
'1449425554617348096'	-1
'1283775199708688392'	-1
'1346097606569701377'	0
'1377394112085716992'	0
'1461659108986146820'	-1
'1343182498038222849'	0
'1379577157991735305'	0
'1441551140676644864'	0
'1337002808244101120'	0
'1475489099649802245'	1
'1450645708541816833'	-1
'1357352306946289664'	0
'1380202611735986182'	-1
'1460628098806956046'	1
'1461642252766306306'	-1
'1443192855166603269'	1
'1460427552225472521'	-1
'1401321417778544643'	1
'1455287849763237889'	-1
'1358904922591416328'	0
'1464188775924318212'	1
'1449106130538418176'	0
'1460938342732861445'	0
'1475084000104521732'	0
'1460931448291082296'	1
'1442897784164683776'	1
'1465575417415356418'	-1
'1441610669091065857'	1
'1343160801914474497'	0
'1327940856708534272'	-1
'1461091291027099652'	0
'1445731756360060934'	-1
'1301545959936196610'	0
'1422752306047725571'	0
'1441236168092241931'	-1
'1372989134478974980'	0
'1463626133354729481'	1
'1346146902681784325'	0
'1448038264837869569'	0
'1341224441620000768'	0
'1307059539506855942'	0
'1459949218534244356'	1
'1330357108529881089'	-1
'1324327385911754758'	-1
'1439774202136039428'	1
'1464308770499141644'	1
'1441186184110088202'	0
'1453098891084279815'	1
'1307053541182373899'	0
'1364532322230546433'	-1
'1367101538129346561'	1
'1465661902554550276'	0
'1466406692493697026'	1
'1446989870887546885'	1
'1346896609553088512'	0
'1457451190720110592'	1
'1453782155855867907'	0
'1463290309459206144'	0
'1445739069959376897'	1
'1293981229218508800'	0
'1293639315155714048'	0
'1376240701948715009'	0
'1357016265462738946'	0
'1452825548724518917'	0
'1334617001101287424'	1
'1445117793553330176'	0
'1466495436903129094'	0
'1458139121394716672'	0
'1446496513379733509'	1
'1466808832571502594'	-1
'1295087669861650437'	-1
'1445587057473110016'	0
'1442474892599779332'	1
'1371933038746038274'	0
'1336390475176050689'	0
'1394723368922869760'	0
'1467149869848670208'	0
'1355620947647225858'	0
'1452266413943574535'	1
'1333463632655622145'	0
'1446483019930357762'	0
'1272240428599959552'	-1
'1250548511378223107'	0
'1467134311031730180'	1
'1453811305073164289'	0
'1455940073703231500'	0
'1367566286910156803'	0
'1370387457926119427'	0
'1454908881193340933'	1
'1353382331986272257'	1
'1345513212133965824'	0
'1344672198250946562'	1
'1442673130099462151'	0
'1372648294103519236'	0
'1325878820017201153'	0
'1462120432937676801'	0
'1463450155357716483'	-1
'1340017484611661824'	0
'1309940047358103554'	0
'1369017894315626502'	0
'1440608511184883714'	-1
'1372657509509500935'	0
'1325841624287621121'	0
'1294410245029220352'	-1
'1441536994136535042'	1
'1447924135519264782'	0
'1461429951375319041'	-1
'1423270211298467847'	0
'1453744416858968077'	1
'1446438461469347859'	0
'1332007480059105287'	0
'1430892164037242892'	1
'1450173170544222218'	0
'1437763357231271938'	0
'1269018548791316481'	-1
'1449411155374526469'	-1
'1443178236373082114'	0
'1450136561211817985'	-1
'1451654596540174354'	0
'1447683588686819334'	0
'1465403941634535424'	0
'1370524514019315713'	0
'1454078589075398658'	0
'1342865994256150529'	0
'1467224181213380612'	0
'1345497612175224834'	0
'1439806860220145665'	1
'1334848486114791424'	0
'1466232264518512649'	1
'1377181653978648580'	0
'1450221391060537344'	1
'1468250841903738892'	-1
'1454227286199259144'	0
'1448309137767424007'	0
'1456298381081460736'	0
'1464232592614506499'	0
'1448974698180644864'	0
'1452027149658083334'	0
'1365969021582114816'	-1
'1451564009539375105'	1
'1423264524346400775'	0
'1341119727821873155'	0
'1336452586254327810'	-1
'1446567372320563206'	1
'1453066742964572163'	0
'1463548715147444226'	1
'1469384438228209665'	0
'1462526235863666700'	0
'1250902263012483074'	0
'1448714861920210948'	0
'1273370945730871297'	-1
'1448826204870619136'	1
'1453403622880993281'	0
'1439978536354394120'	1
'1446166225344770060'	0
'1373363033783799811'	0
'1346802983456169989'	0
'1442879992355074059'	1
'1450125229863354376'	-1
'1336366918903754752'	0
'1467900732636639233'	0
'1440764643631271940'	0
'1357342175990751235'	0
'1362194308548472834'	0
'1460714331977523203'	0
'1442341453800226821'	0
'1337015479832092673'	0
'1423760038150221828'	1
'1323773235419295744'	0
'1360325170041339913'	-1
'1338842150277160960'	0
'1439054501361692672'	0
'1457725706272755714'	0
'1441027631227486210'	1
'1444422187591483393'	0
'1423633708033007622'	0
'1368278398204862464'	-1
'1461408871747104772'	1
'1327275677595414530'	0
'1375532418480881666'	0
'1467821040587976704'	-1
'1341104920125202438'	0
'1469962132586385408'	1
'1446295383479668736'	1
'1473828295061884928'	1
'1459128847656361988'	1
'1467431925270859777'	0
'1329761189430259712'	0
'1462104010593288195'	1
'1456644360867622914'	1
'1467467357316698113'	1
'1453834345555234819'	0
'1330995936567439362'	0
'1357436721688936448'	0
'1423318404317040649'	0
'1452719030339579904'	-1
'1438646380596187136'	0
'1339785680369684483'	-1
'1464517429158199296'	-1
'1285291872735432705'	0
'1432603459946262529'	-1
'1440834855105826825'	1
'1458601871115911168'	1
'1478473363387564043'	-1
'1462455908534038535'	-1
'1345374173032574976'	0
'1395757674818641930'	0
'1336084322130915328'	0
'1423662213513060356'	0
'1460948607385939973'	0
'1373748752691892225'	-1
'1353823684734156801'	0
'1465387789273505797'	0
'1308428910611386369'	1
'1455904088135278595'	-1
'1376172286022184964'	0
'1441987235809800205'	1
'1371461943144423424'	0
'1449754792671252488'	0
'1455474772234620928'	-1
'1454763420201406466'	-1
'1477615228217028608'	-1
'1467393299908468742'	0
'1447946866918789120'	1
'1461831653022703622'	0
'1446650965436690433'	1
'1453028445211054089'	0
'1464669565963554816'	1
'1354081155902017541'	1
'1370450596541661186'	0
'1466035951864537091'	0
'1370038749812420608'	0
'1440914468020441091'	-1
'1463072825372196868'	0
'1338827790469066753'	1
'1339661437837426692'	0
'1456370816426430466'	1
'1462209771055034370'	0
'1463110401617543175'	1
'1466436464540061701'	0
'1464330236275920898'	-1
'1454847157450719242'	1
'1451350542761009153'	1
'1450233011706814466'	1
'1453765596429045768'	0
'1337419311300939776'	0
'1452661035664646146'	1
'1289993503238307840'	0
'1329048289963089929'	1
'1457657963246665731'	1
'1450455298569904135'	0
'1445176915350806530'	0
'1458173586926043137'	0
'1334227905086361608'	0
'1463522149457616908'	1
'1334142781040644096'	0
'1460948607385939973'	0
'1463549221144088579'	0
'1452996421091790856'	-1
'1456046982565220356'	1
'1400437116052574215'	0
'1466356817982722049'	1
'1451073426853146626'	1
'1464288644588572677'	-1
'1335221455181799430'	0
'1325839071466303490'	0
'1374026415478292480'	0
'1423455281741246473'	-1
'1346943659992702976'	0
'1369729001237848064'	0
'1448122147814137868'	1
'1451929642902990848'	1
'1395448409130250248'	1
'1357836440453984259'	0
'1338534488666755072'	0
'1357711559544483840'	1
'1448074042020229121'	1
'1326596605852733441'	0
'1332793977414836227'	0
'1462217353337397248'	-1
'1311299027955220480'	0
'1422107830102994946'	-1
'1441821606620254211'	0
'1463788630170869762'	-1
'1440782959745904642'	0
'1445015058531164163'	-1
'1449051813529804800'	0
'1456103115229442052'	0
'1354056569063841798'	-1
'1336519761363087363'	0
'1442625662624350210'	1
'1446054613526921216'	0
'1466424037584916495'	-1
'1309459123419918343'	0
'1357192586306457600'	0
'1441032918462205960'	1
'1439089563184418822'	0
'1465266997600473091'	0
'1446687653290823682'	1
'1464233802746765312'	-1
'1400532546941767686'	0
'1309605819525324801'	0
'1451304629648642053'	-1
'1336445044882993153'	1
'1476832796798865435'	-1
'1460682944322940932'	-1
'1371960626524872714'	1
'1444124549294043136'	1
'1467505098934919168'	1
'1459139551058964485'	0
'1365406289505959936'	-1
'1451971160699129858'	0
'1437422537315688455'	0
'1440120905678704640'	1
'1455280920202813440'	0
'1360303559233839105'	0
'1440264797350555650'	-1
'1324922670085967873'	0
'1439337181202505737'	0
'1438520250056654849'	1
'1336373257046552576'	0
'1457045119266328580'	1
'1460041098848608263'	-1
'1464228011889336339'	0
'1457189920892620800'	0
'1456293927192039426'	1
'1460552079475453953'	0
'1437422537315688455'	0
'1440821464748285959'	1
'1452828061163003910'	1
'1451256546747371520'	0
'1305920677967466496'	0
'1473739915011710983'	0
'1340419171994263552'	0
'1445490207248191498'	0
'1448302517389910016'	1
